Country,Origin,Year,Month,Value
Switzerland,Iraq,2016,May,56
Switzerland,Iraq,2016,June,46
Switzerland,Iraq,2016,July,28
Switzerland,Iraq,2016,August,48
Switzerland,Iraq,2016,September,86
Switzerland,Iraq,2016,October,63
Switzerland,Iraq,2016,November,62
Switzerland,Iraq,2016,December,92
Sweden,Iran (Islamic Rep. of),2016,January,105
Sweden,Iran (Islamic Rep. of),2016,February,95
Sweden,Iran (Islamic Rep. of),2016,March,79
Sweden,Iran (Islamic Rep. of),2016,April,97
Sweden,Iran (Islamic Rep. of),2016,May,57
Sweden,Iran (Islamic Rep. of),2016,June,70
Sweden,Iran (Islamic Rep. of),2016,July,56
Sweden,Iran (Islamic Rep. of),2016,August,73
Sweden,Iran (Islamic Rep. of),2016,September,66
Sweden,Iran (Islamic Rep. of),2016,October,81
Sweden,Iran (Islamic Rep. of),2016,November,81
Sweden,Iran (Islamic Rep. of),2016,December,75
USA (INS/DHS),Chile,2016,January,*
USA (INS/DHS),Chile,2016,March,*
USA (INS/DHS),Chile,2016,April,*
USA (INS/DHS),Chile,2016,May,*
USA (INS/DHS),Chile,2016,June,*
USA (INS/DHS),Chile,2016,July,*
USA (INS/DHS),Chile,2016,August,5
USA (INS/DHS),Chile,2016,September,*
USA (INS/DHS),Chile,2016,October,*
USA (INS/DHS),Chile,2016,November,*
USA (INS/DHS),Chile,2016,December,*
Switzerland,Egypt,2016,January,*
Switzerland,Egypt,2016,February,6
Switzerland,Egypt,2016,March,6
Switzerland,Egypt,2016,April,*
Switzerland,Egypt,2016,June,9
Switzerland,Egypt,2016,July,*
Switzerland,Egypt,2016,August,7
Switzerland,Egypt,2016,September,11
Switzerland,Egypt,2016,October,7
Switzerland,Egypt,2016,November,*
Switzerland,Philippines,2016,October,*
Switzerland,Poland,2016,April,*
Switzerland,Poland,2016,May,*
Switzerland,Poland,2016,September,*
Switzerland,Poland,2016,November,*
Switzerland,Poland,2016,December,*
Switzerland,Portugal,2016,August,*
Switzerland,Portugal,2016,September,*
Switzerland,Liberia,2016,January,*
Switzerland,Liberia,2016,February,*
Switzerland,Liberia,2016,March,*
Switzerland,Liberia,2016,April,*
Switzerland,Liberia,2016,May,*
Switzerland,Liberia,2016,June,*
Switzerland,Liberia,2016,July,5
Switzerland,Liberia,2016,August,*
Switzerland,Liberia,2016,October,*
Switzerland,Liberia,2016,November,*
Switzerland,Liberia,2016,December,*
Switzerland,Armenia,2016,January,*
Switzerland,Armenia,2016,February,*
Switzerland,Armenia,2016,March,*
Switzerland,Armenia,2016,May,*
Switzerland,Armenia,2016,June,7
Switzerland,Armenia,2016,July,10
Switzerland,Armenia,2016,September,*
Switzerland,Armenia,2016,October,6
Switzerland,Armenia,2016,November,*
Switzerland,Armenia,2016,December,5
Sweden,Nigeria,2016,January,26
Sweden,Nigeria,2016,February,22
Sweden,Nigeria,2016,March,22
Sweden,Nigeria,2016,April,22
Sweden,Nigeria,2016,May,21
Sweden,Nigeria,2016,June,18
Sweden,Nigeria,2016,July,22
Sweden,Nigeria,2016,August,39
Sweden,Nigeria,2016,September,21
Sweden,Nigeria,2016,October,34
Sweden,Nigeria,2016,November,25
Sweden,Nigeria,2016,December,31
Sweden,Norway,2016,February,*
Sweden,Norway,2016,March,*
Sweden,Norway,2016,June,*
Sweden,Norway,2016,August,*
USA (INS/DHS),Honduras,2016,January,344
USA (INS/DHS),Honduras,2016,February,417
USA (INS/DHS),Honduras,2016,March,533
USA (INS/DHS),Honduras,2016,April,518
USA (INS/DHS),Honduras,2016,May,459
USA (INS/DHS),Honduras,2016,June,514
USA (INS/DHS),Honduras,2016,July,364
USA (INS/DHS),Honduras,2016,August,525
USA (INS/DHS),Honduras,2016,September,514
USA (INS/DHS),Honduras,2016,October,529
USA (INS/DHS),Honduras,2016,November,606
USA (INS/DHS),Honduras,2016,December,491
Switzerland,Australia,2016,June,*
Switzerland,Austria,2016,January,*
Switzerland,Romania,2016,February,*
Switzerland,Romania,2016,June,*
Switzerland,Romania,2016,July,*
Switzerland,Romania,2016,August,*
USA (INS/DHS),Croatia,2016,January,*
USA (INS/DHS),Croatia,2016,June,*
USA (INS/DHS),Hungary,2016,January,*
USA (INS/DHS),Hungary,2016,February,*
USA (INS/DHS),Hungary,2016,March,*
USA (INS/DHS),Hungary,2016,April,5
USA (INS/DHS),Hungary,2016,May,*
USA (INS/DHS),Hungary,2016,June,*
USA (INS/DHS),Hungary,2016,July,*
USA (INS/DHS),Hungary,2016,August,*
USA (INS/DHS),Hungary,2016,October,*
USA (INS/DHS),Hungary,2016,November,*
USA (INS/DHS),Hungary,2016,December,*
USA (INS/DHS),Côte d'Ivoire,2016,January,27
USA (INS/DHS),Côte d'Ivoire,2016,February,25
USA (INS/DHS),Côte d'Ivoire,2016,March,22
USA (INS/DHS),Côte d'Ivoire,2016,April,31
USA (INS/DHS),Côte d'Ivoire,2016,May,30
USA (INS/DHS),Côte d'Ivoire,2016,June,33
USA (INS/DHS),Côte d'Ivoire,2016,July,24
USA (INS/DHS),Côte d'Ivoire,2016,August,25
USA (INS/DHS),Côte d'Ivoire,2016,September,23
USA (INS/DHS),Côte d'Ivoire,2016,October,20
USA (INS/DHS),Côte d'Ivoire,2016,November,24
USA (INS/DHS),Côte d'Ivoire,2016,December,27
Sweden,Pakistan,2016,January,28
Sweden,Pakistan,2016,February,16
Sweden,Pakistan,2016,March,20
Sweden,Pakistan,2016,April,21
Sweden,Pakistan,2016,May,12
Sweden,Pakistan,2016,June,15
Sweden,Pakistan,2016,July,15
Sweden,Pakistan,2016,August,37
Sweden,Pakistan,2016,September,45
Sweden,Pakistan,2016,October,29
Sweden,Pakistan,2016,November,26
Sweden,Pakistan,2016,December,6
USA (INS/DHS),India,2016,January,214
USA (INS/DHS),India,2016,February,268
USA (INS/DHS),India,2016,March,308
USA (INS/DHS),India,2016,April,260
USA (INS/DHS),India,2016,May,256
USA (INS/DHS),India,2016,June,299
USA (INS/DHS),India,2016,July,255
USA (INS/DHS),India,2016,August,293
USA (INS/DHS),India,2016,September,267
USA (INS/DHS),India,2016,October,297
USA (INS/DHS),India,2016,November,331
USA (INS/DHS),India,2016,December,341
Switzerland,Sierra Leone,2016,January,5
Switzerland,Sierra Leone,2016,February,6
Switzerland,Sierra Leone,2016,March,*
Switzerland,Sierra Leone,2016,April,8
Switzerland,Sierra Leone,2016,May,6
Switzerland,Sierra Leone,2016,June,11
Switzerland,Sierra Leone,2016,July,12
Switzerland,Sierra Leone,2016,August,22
Switzerland,Sierra Leone,2016,September,17
Switzerland,Sierra Leone,2016,October,10
Switzerland,Sierra Leone,2016,November,22
Switzerland,Sierra Leone,2016,December,24
Switzerland,Georgia,2016,January,38
Switzerland,Georgia,2016,February,21
Switzerland,Georgia,2016,March,33
Switzerland,Georgia,2016,April,19
Switzerland,Georgia,2016,May,31
Switzerland,Georgia,2016,June,47
Switzerland,Georgia,2016,July,53
Switzerland,Georgia,2016,August,37
Switzerland,Georgia,2016,September,23
Switzerland,Georgia,2016,October,27
Switzerland,Georgia,2016,November,32
Switzerland,Georgia,2016,December,35
Sweden,Paraguay,2016,November,*
Switzerland,Russian Federation,2016,January,16
Switzerland,Russian Federation,2016,February,5
Switzerland,Russian Federation,2016,March,5
Switzerland,Russian Federation,2016,April,15
Switzerland,Russian Federation,2016,May,15
Switzerland,Russian Federation,2016,June,11
Switzerland,Russian Federation,2016,July,*
Switzerland,Russian Federation,2016,August,21
Switzerland,Russian Federation,2016,September,17
Switzerland,Russian Federation,2016,October,16
Switzerland,Russian Federation,2016,November,5
Switzerland,Russian Federation,2016,December,23
USA (INS/DHS),Indonesia,2016,January,19
Switzerland,Germany,2016,April,*
Switzerland,Germany,2016,August,*
Switzerland,Germany,2016,September,*
Sweden,Peru,2016,March,*
Sweden,Peru,2016,April,*
Sweden,Peru,2016,May,*
Sweden,Peru,2016,June,5
Sweden,Peru,2016,July,*
Sweden,Peru,2016,August,*
Sweden,Peru,2016,September,*
Sweden,Peru,2016,November,*
Switzerland,Rwanda,2016,January,5
Switzerland,Rwanda,2016,June,*
Switzerland,Rwanda,2016,October,*
Switzerland,Rwanda,2016,November,*
Switzerland,El Salvador,2016,November,*
Switzerland,Saudi Arabia,2016,April,*
Switzerland,Saudi Arabia,2016,August,*
Switzerland,Saudi Arabia,2016,September,*
USA (INS/DHS),Indonesia,2016,February,34
USA (INS/DHS),Indonesia,2016,March,36
USA (INS/DHS),Indonesia,2016,April,37
USA (INS/DHS),Indonesia,2016,May,25
USA (INS/DHS),Indonesia,2016,June,24
USA (INS/DHS),Indonesia,2016,July,30
USA (INS/DHS),Indonesia,2016,August,49
USA (INS/DHS),Indonesia,2016,September,39
USA (INS/DHS),Indonesia,2016,October,39
USA (INS/DHS),Indonesia,2016,November,36
USA (INS/DHS),Indonesia,2016,December,37
Switzerland,Somalia,2016,January,118
Switzerland,Somalia,2016,February,135
Switzerland,Somalia,2016,March,103
Switzerland,Somalia,2016,April,114
Switzerland,Somalia,2016,May,225
Switzerland,Somalia,2016,June,247
Switzerland,Somalia,2016,July,195
Switzerland,Somalia,2016,August,93
Switzerland,Somalia,2016,September,87
Switzerland,Somalia,2016,October,67
Switzerland,Somalia,2016,November,81
Switzerland,Somalia,2016,December,65
Switzerland,Spain,2016,April,*
Switzerland,Spain,2016,May,*
Switzerland,Ghana,2016,January,9
Switzerland,Ghana,2016,February,5
Switzerland,Ghana,2016,March,6
Switzerland,Ghana,2016,April,7
Switzerland,Ghana,2016,May,7
Switzerland,Ghana,2016,June,9
Switzerland,Ghana,2016,July,12
Switzerland,Ghana,2016,August,9
Switzerland,Ghana,2016,September,8
Switzerland,Ghana,2016,October,*
Switzerland,Ghana,2016,November,*
Switzerland,Ghana,2016,December,*
Sweden,Philippines,2016,January,*
Sweden,Philippines,2016,February,*
Sweden,Philippines,2016,April,*
Sweden,Philippines,2016,May,*
Sweden,Philippines,2016,September,*
Sweden,Philippines,2016,November,*
Sweden,Philippines,2016,December,*
Sweden,Poland,2016,May,*
Sweden,Portugal,2016,November,*
Switzerland,Viet Nam,2016,January,*
Switzerland,Viet Nam,2016,May,*
Switzerland,Viet Nam,2016,June,*
Switzerland,Viet Nam,2016,July,*
Switzerland,Viet Nam,2016,August,*
Switzerland,Viet Nam,2016,September,*
Switzerland,Viet Nam,2016,October,*
Switzerland,Viet Nam,2016,November,*
USA (INS/DHS),Mongolia,2016,January,31
USA (INS/DHS),Mongolia,2016,February,52
USA (INS/DHS),Mongolia,2016,March,51
USA (INS/DHS),Mongolia,2016,April,53
USA (INS/DHS),Mongolia,2016,May,56
USA (INS/DHS),Mongolia,2016,June,55
USA (INS/DHS),Mongolia,2016,July,34
USA (INS/DHS),Mongolia,2016,August,47
USA (INS/DHS),Mongolia,2016,September,45
USA (INS/DHS),Mongolia,2016,October,50
USA (INS/DHS),Mongolia,2016,November,66
USA (INS/DHS),Mongolia,2016,December,67
Switzerland,Senegal,2016,January,52
Switzerland,Senegal,2016,February,35
Switzerland,Senegal,2016,March,32
Switzerland,Senegal,2016,April,33
Switzerland,Senegal,2016,May,23
Switzerland,Senegal,2016,June,24
Switzerland,Senegal,2016,July,16
Switzerland,Senegal,2016,August,10
Switzerland,Senegal,2016,September,17
Switzerland,Senegal,2016,October,12
Switzerland,Senegal,2016,November,26
Switzerland,Senegal,2016,December,15
Switzerland,Guinea-Bissau,2016,January,7
Switzerland,Guinea-Bissau,2016,February,7
Switzerland,Guinea-Bissau,2016,March,8
Switzerland,Guinea-Bissau,2016,April,5
Switzerland,Guinea-Bissau,2016,May,11
Switzerland,Guinea-Bissau,2016,June,8
Switzerland,Guinea-Bissau,2016,July,*
Switzerland,Guinea-Bissau,2016,August,*
Switzerland,Guinea-Bissau,2016,September,6
Switzerland,Guinea-Bissau,2016,October,16
Switzerland,Guinea-Bissau,2016,November,6
Switzerland,Guinea-Bissau,2016,December,10
Switzerland,Greece,2016,April,*
Switzerland,Guatemala,2016,January,*
Switzerland,Guatemala,2016,July,*
Sweden,Uzbekistan,2016,January,20
Sweden,Uzbekistan,2016,February,26
Sweden,Uzbekistan,2016,March,15
Sweden,Uzbekistan,2016,April,14
Sweden,Uzbekistan,2016,May,20
Sweden,Uzbekistan,2016,June,17
Sweden,Uzbekistan,2016,July,21
Sweden,Uzbekistan,2016,August,34
Sweden,Uzbekistan,2016,September,12
Sweden,Uzbekistan,2016,October,13
Sweden,Uzbekistan,2016,November,20
Sweden,Uzbekistan,2016,December,9
Switzerland,Stateless,2016,July,*
Switzerland,Stateless,2016,September,*
Switzerland,Stateless,2016,October,*
Switzerland,Stateless,2016,November,*
Switzerland,Stateless,2016,December,*
Turkey,Dem. Rep. of the Congo,2016,February,*
Turkey,Dem. Rep. of the Congo,2016,March,*
Turkey,Dem. Rep. of the Congo,2016,April,*
Turkey,Dem. Rep. of the Congo,2016,May,*
Turkey,Dem. Rep. of the Congo,2016,June,*
Turkey,Dem. Rep. of the Congo,2016,July,*
Turkey,Dem. Rep. of the Congo,2016,August,9
Turkey,Dem. Rep. of the Congo,2016,September,*
Turkey,Dem. Rep. of the Congo,2016,December,*
Turkey,Djibouti,2016,December,*
Turkey,Dominica,2016,September,*
Turkey,Dominican Rep.,2016,August,*
USA (INS/DHS),Morocco,2016,January,*
USA (INS/DHS),Morocco,2016,February,*
USA (INS/DHS),Morocco,2016,March,*
USA (INS/DHS),Morocco,2016,April,*
USA (INS/DHS),Morocco,2016,May,5
USA (INS/DHS),Morocco,2016,June,*
USA (INS/DHS),Morocco,2016,July,*
USA (INS/DHS),Morocco,2016,August,12
USA (INS/DHS),Morocco,2016,September,*
USA (INS/DHS),Morocco,2016,October,*
USA (INS/DHS),Morocco,2016,November,*
USA (INS/DHS),Morocco,2016,December,5
USA (INS/DHS),Mozambique,2016,April,*
USA (INS/DHS),Mozambique,2016,May,*
USA (INS/DHS),Mozambique,2016,July,*
USA (INS/DHS),Mozambique,2016,October,*
Sweden,Venezuela (Bolivarian Republic of),2016,January,*
Sweden,Venezuela (Bolivarian Republic of),2016,February,*
Sweden,Venezuela (Bolivarian Republic of),2016,April,*
Sweden,Venezuela (Bolivarian Republic of),2016,May,6
Sweden,Venezuela (Bolivarian Republic of),2016,June,9
Sweden,Venezuela (Bolivarian Republic of),2016,July,*
Sweden,Venezuela (Bolivarian Republic of),2016,August,13
Sweden,Venezuela (Bolivarian Republic of),2016,September,21
Sweden,Venezuela (Bolivarian Republic of),2016,October,*
Sweden,Venezuela (Bolivarian Republic of),2016,November,*
Sweden,Venezuela (Bolivarian Republic of),2016,December,*
Sweden,South Sudan,2016,November,*
Switzerland,Sudan,2016,January,7
Switzerland,Sudan,2016,February,10
Switzerland,Sudan,2016,March,6
Switzerland,Sudan,2016,April,7
Switzerland,Sudan,2016,May,22
Switzerland,Sudan,2016,June,43
Switzerland,Sudan,2016,July,59
Switzerland,Sudan,2016,August,21
Switzerland,Sudan,2016,September,15
Turkey,Eritrea,2016,February,*
Turkey,Eritrea,2016,March,6
Turkey,Eritrea,2016,April,11
Turkey,Eritrea,2016,May,5
Turkey,Eritrea,2016,June,*
Turkey,Eritrea,2016,July,*
Turkey,Eritrea,2016,August,5
Turkey,Eritrea,2016,October,*
Turkey,Eritrea,2016,November,*
Turkey,Eritrea,2016,December,9
USA (INS/DHS),Mauritius,2016,January,*
USA (INS/DHS),Mauritius,2016,February,*
USA (INS/DHS),Mauritius,2016,March,*
USA (INS/DHS),Mauritius,2016,April,*
USA (INS/DHS),Mauritius,2016,May,*
USA (INS/DHS),Mauritius,2016,June,*
USA (INS/DHS),Mauritius,2016,August,*
USA (INS/DHS),Mauritius,2016,September,*
USA (INS/DHS),Mauritius,2016,October,*
USA (INS/DHS),Mauritius,2016,November,*
USA (INS/DHS),Mauritius,2016,December,*
Switzerland,Guinea,2016,January,32
Switzerland,Guinea,2016,February,35
Switzerland,Guinea,2016,March,52
Switzerland,Guinea,2016,April,42
Switzerland,Guinea,2016,May,57
Switzerland,Guinea,2016,June,64
Switzerland,Guinea,2016,July,65
Switzerland,Guinea,2016,August,82
Switzerland,Guinea,2016,September,97
Switzerland,Guinea,2016,October,128
Switzerland,Guinea,2016,November,135
Switzerland,Guinea,2016,December,94
Switzerland,Haiti,2016,January,*
Switzerland,Haiti,2016,September,*
Switzerland,Honduras,2016,October,*
Sweden,Yemen,2016,January,6
Sweden,Yemen,2016,February,6
Sweden,Yemen,2016,March,14
Sweden,Yemen,2016,April,10
Switzerland,Sudan,2016,October,*
Switzerland,Sudan,2016,November,13
Switzerland,Sudan,2016,December,10
Switzerland,Slovakia,2016,April,*
Turkey,Ethiopia,2016,January,*
Turkey,Ethiopia,2016,February,*
Turkey,Ethiopia,2016,March,9
Turkey,Ethiopia,2016,April,6
Turkey,Ethiopia,2016,June,6
Turkey,Ethiopia,2016,July,9
Turkey,Ethiopia,2016,August,7
Turkey,Ethiopia,2016,September,*
Turkey,Ethiopia,2016,October,7
Turkey,Ethiopia,2016,November,9
Turkey,Ethiopia,2016,December,8
Turkey,Gambia,2016,August,*
Turkey,Gambia,2016,October,*
Turkey,Gambia,2016,November,*
Sweden,Yemen,2016,May,5
Sweden,Yemen,2016,June,6
Sweden,Yemen,2016,July,10
Sweden,Yemen,2016,August,8
Sweden,Yemen,2016,September,9
Sweden,Yemen,2016,October,23
Sweden,Yemen,2016,November,36
Sweden,Yemen,2016,December,10
Sweden,Zambia,2016,February,*
Sweden,Zambia,2016,October,*
Sweden,Zimbabwe,2016,May,*
Sweden,Zimbabwe,2016,June,*
Sweden,Zimbabwe,2016,July,*
Sweden,Zimbabwe,2016,August,*
Sweden,Zimbabwe,2016,September,*
Sweden,Zimbabwe,2016,October,*
Sweden,Zimbabwe,2016,December,*
Switzerland,Morocco,2016,January,65
Switzerland,Morocco,2016,February,92
Switzerland,Morocco,2016,March,116
Switzerland,Morocco,2016,April,109
Switzerland,Morocco,2016,May,99
Switzerland,Morocco,2016,June,71
Switzerland,Morocco,2016,July,41
Switzerland,Morocco,2016,August,54
Switzerland,Morocco,2016,September,37
Switzerland,Morocco,2016,October,31
Switzerland,Morocco,2016,November,26
Switzerland,Morocco,2016,December,52
Switzerland,Mozambique,2016,June,*
Turkey,Palestinian,2016,January,28
Turkey,Palestinian,2016,February,46
Turkey,Palestinian,2016,March,15
Turkey,Palestinian,2016,April,31
Turkey,Palestinian,2016,May,15
Turkey,Palestinian,2016,June,18
Turkey,Palestinian,2016,July,9
Turkey,Palestinian,2016,August,10
Turkey,Palestinian,2016,September,22
Turkey,Palestinian,2016,October,18
Turkey,Palestinian,2016,November,26
Turkey,Palestinian,2016,December,16
Turkey,Iran (Islamic Rep. of),2016,January,771
Turkey,Iran (Islamic Rep. of),2016,February,737
Turkey,Iran (Islamic Rep. of),2016,March,1000
Turkey,Iran (Islamic Rep. of),2016,April,631
Turkey,Iran (Islamic Rep. of),2016,May,813
Turkey,Iran (Islamic Rep. of),2016,June,860
Turkey,Iran (Islamic Rep. of),2016,July,872
Turkey,Iran (Islamic Rep. of),2016,August,1253
Turkey,Iran (Islamic Rep. of),2016,September,1305
Turkey,Iran (Islamic Rep. of),2016,October,1273
Turkey,Iran (Islamic Rep. of),2016,November,1248
Turkey,Iran (Islamic Rep. of),2016,December,1093
USA (INS/DHS),Myanmar,2016,January,24
USA (INS/DHS),Myanmar,2016,February,11
USA (INS/DHS),Myanmar,2016,March,18
USA (INS/DHS),Myanmar,2016,April,11
USA (INS/DHS),Myanmar,2016,May,15
USA (INS/DHS),Myanmar,2016,June,13
USA (INS/DHS),Myanmar,2016,July,19
USA (INS/DHS),Myanmar,2016,August,10
USA (INS/DHS),Myanmar,2016,September,15
USA (INS/DHS),Myanmar,2016,October,17
USA (INS/DHS),Myanmar,2016,November,21
USA (INS/DHS),Myanmar,2016,December,22
USA (INS/DHS),Namibia,2016,January,*
Switzerland,Afghanistan,2016,January,1219
Switzerland,Afghanistan,2016,February,647
Switzerland,Afghanistan,2016,March,163
Switzerland,Afghanistan,2016,April,108
Switzerland,Afghanistan,2016,May,139
Switzerland,Afghanistan,2016,June,111
Switzerland,Afghanistan,2016,July,168
Switzerland,Afghanistan,2016,August,146
Switzerland,Afghanistan,2016,September,151
Switzerland,Afghanistan,2016,October,140
Switzerland,Afghanistan,2016,November,107
Switzerland,Afghanistan,2016,December,84
Switzerland,Myanmar,2016,February,*
Switzerland,Myanmar,2016,May,*
Switzerland,Myanmar,2016,June,*
Switzerland,Myanmar,2016,October,*
Turkey,Ghana,2016,April,*
Turkey,Ghana,2016,August,*
Turkey,Guinea,2016,September,*
Switzerland,Nepal,2016,June,*
Switzerland,Nepal,2016,July,*
Switzerland,Nepal,2016,September,*
Switzerland,Nepal,2016,November,*
Switzerland,Netherlands,2016,May,*
Switzerland,Netherlands,2016,July,*
Turkey,Côte d'Ivoire,2016,April,*
Turkey,Côte d'Ivoire,2016,July,*
Turkey,Côte d'Ivoire,2016,October,*
Turkey,Indonesia,2016,May,*
Turkey,Iraq,2016,January,2179
Turkey,Iraq,2016,February,2688
Turkey,Iraq,2016,March,1794
Turkey,Iraq,2016,April,1964
Turkey,Iraq,2016,May,1634
Turkey,Iraq,2016,June,1518
Turkey,Iraq,2016,July,1442
Turkey,Iraq,2016,August,2602
Turkey,Iraq,2016,September,2451
Turkey,Iraq,2016,October,3593
Turkey,Iraq,2016,November,3733
Turkey,Iraq,2016,December,2881
USA (INS/DHS),Nepal,2016,January,104
USA (INS/DHS),Nepal,2016,February,102
USA (INS/DHS),Nepal,2016,March,123
USA (INS/DHS),Nepal,2016,April,101
USA (INS/DHS),Nepal,2016,May,140
USA (INS/DHS),Nepal,2016,June,150
USA (INS/DHS),Nepal,2016,July,134
USA (INS/DHS),Nepal,2016,August,132
USA (INS/DHS),Nepal,2016,September,120
USA (INS/DHS),Nepal,2016,October,117
USA (INS/DHS),Nepal,2016,November,127
USA (INS/DHS),Nepal,2016,December,130
USA (INS/DHS),Netherlands,2016,January,*
USA (INS/DHS),Netherlands,2016,September,*
USA (INS/DHS),Netherlands,2016,October,*
USA (INS/DHS),Netherlands,2016,November,*
Switzerland,Niger,2016,January,*
Switzerland,Niger,2016,February,*
Switzerland,Niger,2016,March,*
Switzerland,Niger,2016,April,*
Switzerland,Niger,2016,May,*
Switzerland,Niger,2016,June,*
Switzerland,Niger,2016,July,*
Switzerland,Niger,2016,August,*
Switzerland,Niger,2016,September,*
Switzerland,Niger,2016,October,*
Switzerland,Niger,2016,November,5
Switzerland,Niger,2016,December,*
Turkey,Jordan,2016,January,*
Turkey,Jordan,2016,February,*
Turkey,Jordan,2016,March,*
Turkey,Jordan,2016,May,7
Turkey,Jordan,2016,June,*
Turkey,Jordan,2016,July,*
Turkey,Jordan,2016,October,*
Turkey,Jordan,2016,November,*
Turkey,Jordan,2016,December,*
Turkey,Kazakhstan,2016,January,*
Turkey,Kazakhstan,2016,February,*
Turkey,Kazakhstan,2016,May,5
Turkey,Kazakhstan,2016,June,*
Turkey,Kazakhstan,2016,July,*
Turkey,Kazakhstan,2016,August,*
Turkey,Kazakhstan,2016,December,*
Turkey,Kenya,2016,January,*
Turkey,Kenya,2016,November,*
Switzerland,Czech Rep.,2016,July,*
Switzerland,Czech Rep.,2016,November,*
Switzerland,Djibouti,2016,February,*
Switzerland,Djibouti,2016,May,*
Switzerland,Djibouti,2016,July,*
Switzerland,Djibouti,2016,October,*
Switzerland,Djibouti,2016,November,*
Switzerland,Dominican Rep.,2016,October,*
Switzerland,Ecuador,2016,May,*
Switzerland,Equatorial Guinea,2016,December,*
USA (INS/DHS),Niger,2016,January,*
USA (INS/DHS),Niger,2016,February,*
USA (INS/DHS),Niger,2016,March,9
USA (INS/DHS),Niger,2016,April,*
USA (INS/DHS),Niger,2016,May,6
USA (INS/DHS),Niger,2016,June,9
USA (INS/DHS),Niger,2016,July,6
USA (INS/DHS),Niger,2016,August,5
USA (INS/DHS),Niger,2016,September,*
USA (INS/DHS),Niger,2016,October,*
USA (INS/DHS),Niger,2016,November,5
USA (INS/DHS),Niger,2016,December,9
Switzerland,Nicaragua,2016,April,*
Turkey,Kyrgyzstan,2016,January,*
Turkey,Kyrgyzstan,2016,February,*
Turkey,Kyrgyzstan,2016,April,*
Turkey,Kyrgyzstan,2016,May,*
Turkey,Kyrgyzstan,2016,June,7
Turkey,Kyrgyzstan,2016,July,*
Turkey,Kyrgyzstan,2016,September,*
Turkey,Kyrgyzstan,2016,October,*
Turkey,Kyrgyzstan,2016,November,*
Turkey,Kyrgyzstan,2016,December,*
Turkey,Kuwait,2016,March,6
Turkey,Kuwait,2016,April,*
Turkey,Kuwait,2016,May,*
USA (INS/DHS),Armenia,2016,January,5
USA (INS/DHS),Armenia,2016,February,20
USA (INS/DHS),Armenia,2016,March,13
USA (INS/DHS),Armenia,2016,April,23
USA (INS/DHS),Armenia,2016,May,18
USA (INS/DHS),Armenia,2016,June,22
USA (INS/DHS),Armenia,2016,July,19
USA (INS/DHS),Armenia,2016,August,20
USA (INS/DHS),Armenia,2016,September,33
USA (INS/DHS),Armenia,2016,October,30
USA (INS/DHS),Armenia,2016,November,24
USA (INS/DHS),Armenia,2016,December,22
USA (INS/DHS),Australia,2016,February,*
USA (INS/DHS),Australia,2016,March,*
USA (INS/DHS),Austria,2016,April,*
Switzerland,Nigeria,2016,January,69
Switzerland,Nigeria,2016,February,125
Switzerland,Nigeria,2016,March,97
Switzerland,Nigeria,2016,April,102
Switzerland,Nigeria,2016,May,108
Switzerland,Nigeria,2016,June,127
Switzerland,Nigeria,2016,July,143
Switzerland,Nigeria,2016,August,98
Switzerland,Nigeria,2016,September,52
Switzerland,Nigeria,2016,October,54
Switzerland,Nigeria,2016,November,47
Switzerland,Nigeria,2016,December,43
Turkey,Libya,2016,February,*
Turkey,Libya,2016,March,*
Turkey,Libya,2016,June,6
Turkey,Libya,2016,September,8
Turkey,Libya,2016,November,*
Turkey,Lebanon,2016,January,*
Turkey,Lebanon,2016,February,*
Turkey,Lebanon,2016,March,*
Turkey,Lebanon,2016,April,*
Turkey,Lebanon,2016,May,*
Turkey,Lebanon,2016,June,7
Turkey,Lebanon,2016,September,5
Turkey,Lebanon,2016,November,*
Switzerland,Eritrea,2016,January,221
Switzerland,Eritrea,2016,February,172
Switzerland,Eritrea,2016,March,220
Switzerland,Eritrea,2016,April,183
Switzerland,Eritrea,2016,May,286
Switzerland,Eritrea,2016,June,496
Switzerland,Eritrea,2016,July,724
Switzerland,Eritrea,2016,August,762
Switzerland,Eritrea,2016,September,617
Switzerland,Eritrea,2016,October,469
Switzerland,Eritrea,2016,November,481
Switzerland,Eritrea,2016,December,409
USA (INS/DHS),Tajikistan,2016,January,14
USA (INS/DHS),Tajikistan,2016,February,8
USA (INS/DHS),Tajikistan,2016,March,8
USA (INS/DHS),Tajikistan,2016,April,5
USA (INS/DHS),Tajikistan,2016,May,9
USA (INS/DHS),Tajikistan,2016,June,11
USA (INS/DHS),Tajikistan,2016,July,7
USA (INS/DHS),Tajikistan,2016,August,13
USA (INS/DHS),Tajikistan,2016,September,13
USA (INS/DHS),Tajikistan,2016,October,10
USA (INS/DHS),Tajikistan,2016,November,5
USA (INS/DHS),Tajikistan,2016,December,6
USA (INS/DHS),Azerbaijan,2016,January,7
USA (INS/DHS),Azerbaijan,2016,February,9
USA (INS/DHS),Azerbaijan,2016,March,16
USA (INS/DHS),Azerbaijan,2016,April,15
USA (INS/DHS),Azerbaijan,2016,May,8
USA (INS/DHS),Azerbaijan,2016,June,17
USA (INS/DHS),Azerbaijan,2016,July,19
USA (INS/DHS),Azerbaijan,2016,August,29
USA (INS/DHS),Azerbaijan,2016,September,27
USA (INS/DHS),Azerbaijan,2016,October,25
USA (INS/DHS),Azerbaijan,2016,November,27
